,target,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surfae_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_pring_color,population,habitat
4100,1,5,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,4
4101,1,2,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,0
4102,0,2,3,3,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,5,0
4103,1,5,3,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2
4104,0,2,3,2,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,4,0
4105,1,0,2,0,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,3
4106,0,2,0,3,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,2,5,0
4107,1,2,0,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,1
4108,0,2,3,3,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,5,0
4109,1,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,4
4110,1,2,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,1
4111,1,2,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1
4112,0,2,0,2,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,4,0
4113,1,5,0,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,4
4114,1,2,0,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,1
4115,1,5,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,0
4116,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,4
4117,1,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,1
4118,1,2,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1
4119,1,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,4
4120,0,2,3,2,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,4,0
4121,1,2,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0
4122,1,2,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,1
4123,0,2,0,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,4,0
4124,1,5,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,4
4125,1,5,3,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,4
4126,0,2,3,4,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,5,0
4127,1,2,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,4
4128,0,2,0,2,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,5,0
4129,1,5,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,1
4130,1,2,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,0
4131,1,5,3,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,0
4132,1,5,2,3,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,2,3,0
4133,0,2,0,3,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,4,0
4134,1,2,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,1
4135,1,5,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0
4136,1,2,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,4
4137,0,2,3,4,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,4,0
4138,1,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,0
4139,1,2,0,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,0
4140,0,2,3,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,4,0
4141,0,2,3,2,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,4,0
4142,1,2,2,3,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,5
4143,1,5,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,4
4144,1,2,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,4
4145,1,5,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,4
4146,1,5,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0
4147,1,2,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,0
4148,1,2,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,4
4149,0,2,3,2,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,5,0
4150,1,5,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,1
4151,1,2,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,1
4152,1,5,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,4
4153,0,2,0,2,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0
4154,0,2,3,2,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,4,0
4155,0,2,3,2,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,5,0
4156,1,2,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,1
4157,1,2,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4
4158,0,2,3,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,5,0
4159,1,5,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,1
4160,0,2,0,3,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,4,0
4161,1,5,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,4
4162,1,5,3,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0
4163,1,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,0
4164,0,2,0,1,0,5,1,1,1,10,0,1,0,0,7,4,0,2,1,0,7,4,2
4165,1,5,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0
4166,1,2,0,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,1
4167,1,5,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,1
4168,1,2,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,1
4169,1,5,2,0,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,3,5
4170,1,2,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0
4171,1,5,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1
4172,1,2,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,4
4173,1,2,0,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4
4174,1,2,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,0
4175,0,2,0,3,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,5,0
4176,1,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,4
4177,1,5,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,4
4178,0,2,3,2,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,2,5,0
4179,1,2,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,4
4180,1,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0
4181,1,5,3,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,0
4182,0,2,0,3,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,5,0
4183,1,5,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1
4184,1,5,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4
4185,0,2,3,4,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,5,0
4186,0,2,0,3,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,4,0
4187,1,5,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0
4188,1,2,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,4
4189,1,2,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,0
4190,1,2,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,4
4191,1,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,4
4192,1,2,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,1
4193,1,2,2,0,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,3,5
4194,0,2,0,2,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,5,0
4195,1,5,3,4,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0
4196,0,5,3,3,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,3,4,0
4197,1,5,0,3,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,2,4,0
4198,1,5,0,5,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,3,4,0
4199,1,5,3,4,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2
4200,1,2,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4
4201,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,1
4202,1,5,2,3,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,3,5
4203,1,2,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4
4204,1,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,0
4205,1,2,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4
4206,1,2,0,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0
4207,1,2,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0
4208,1,5,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,1
4209,1,2,0,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,1
4210,1,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,1
4211,1,2,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,1
4212,1,5,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1
4213,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,1
4214,1,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1
4215,1,2,2,3,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,4,5
4216,1,5,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1
4217,1,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,1
4218,1,2,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,0
4219,1,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0
4220,1,2,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,0
4221,1,5,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,4
4222,1,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,4
4223,0,2,3,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,4,0
4224,1,2,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,0
4225,1,2,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,0
4226,1,2,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4
4227,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,1
4228,1,5,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,4
4229,1,5,0,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0
4230,1,5,3,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,4
4231,1,2,2,8,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,3,5
4232,1,2,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,1
4233,1,2,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0
4234,1,2,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4
4235,1,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0
4236,1,2,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0
4237,1,2,0,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,4
4238,1,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1
4239,1,5,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4
4240,1,2,0,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,1
4241,1,5,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,0
4242,1,2,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,0
4243,1,5,3,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,0
4244,1,5,2,8,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,3,1
4245,1,2,0,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1
4246,1,5,2,0,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,3,1
4247,1,2,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,0
4248,1,5,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,0
4249,1,5,0,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,1
4250,1,5,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1
4251,1,5,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,1
4252,0,2,3,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0
4253,1,2,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,4
4254,1,5,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,4
4255,1,2,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,1
4256,1,2,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4
4257,1,2,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,0
4258,1,5,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,4
4259,1,2,0,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1
4260,1,5,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4
4261,1,5,0,5,0,1,1,0,1,7,0,1,2,2,7,7,0,2,1,4,2,3,0
4262,1,5,3,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,0
4263,1,5,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,1
4264,1,2,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,1
4265,1,5,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,1
4266,1,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,1
4267,1,5,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,0
4268,1,5,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,1
4269,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,4
4270,1,5,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,0
4271,1,5,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0
4272,1,2,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,4
4273,1,2,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0
4274,1,5,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4
4275,0,3,3,4,0,5,1,1,1,10,0,1,0,0,7,4,0,2,1,0,7,4,2
4276,1,2,0,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,4
4277,1,5,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,1
4278,1,2,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,1
4279,1,5,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,0
4280,1,5,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4
4281,1,2,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,1
4282,0,2,2,5,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6
4283,1,2,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,4
4284,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,0
4285,1,5,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0
4286,1,2,3,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,4
4287,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,0
4288,1,2,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,1
4289,1,2,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1
4290,0,3,2,5,1,5,1,0,0,1,0,0,2,2,7,2,0,2,2,0,7,1,6
4291,1,5,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0
4292,1,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,4
4293,1,2,0,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4
4294,1,2,0,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,1
4295,1,5,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,4
4296,1,2,0,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,4
4297,1,5,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,1
4298,1,2,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,1
4299,1,2,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,0
4300,1,5,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,0
4301,1,2,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,1
4302,1,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,0
4303,1,2,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,1
4304,0,2,3,3,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,5,0
4305,1,2,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,0
4306,1,2,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0
4307,1,2,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1
4308,1,5,3,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,1
4309,1,5,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,1
4310,1,5,3,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,4
4311,1,2,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,0
4312,1,5,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,1
4313,1,5,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,4
4314,1,2,0,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,1
4315,1,5,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,0
4316,1,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,1
4317,1,2,3,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,0
4318,1,2,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1
4319,1,2,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,1
4320,1,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,1
4321,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,4
4322,1,2,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1
4323,1,2,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1
4324,1,2,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,4
4325,0,5,3,6,0,5,1,0,1,7,0,0,2,0,7,7,0,2,1,1,1,4,0
4326,1,2,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1
4327,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,0
4328,1,5,3,4,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4
4329,1,2,3,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0
4330,1,3,3,4,0,5,1,0,1,10,0,0,1,3,7,4,0,2,1,0,7,4,0
4331,1,2,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,0
4332,1,5,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0
4333,1,5,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,1
4334,1,2,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,1
4335,1,5,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,0
4336,1,5,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0
4337,1,5,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,0
4338,1,5,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1
4339,1,5,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,1
4340,0,2,3,2,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,5,0
4341,1,2,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4
4342,1,5,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,1
4343,1,2,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,1
4344,1,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,4
4345,1,2,0,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,1
4346,1,2,0,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,1
4347,1,5,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,1
4348,1,2,2,0,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,3,5
4349,1,5,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,1
4350,1,5,3,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,4
4351,1,2,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,4
4352,1,2,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,0
4353,1,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,0
4354,1,2,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1
4355,1,5,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,1
4356,0,5,2,2,1,5,1,0,0,1,0,0,2,2,7,2,0,2,2,0,7,1,6
4357,1,2,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,0
4358,1,2,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,0
4359,1,2,3,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,0
4360,1,5,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4
4361,1,2,3,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,0
4362,1,5,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1
4363,1,0,3,8,1,5,1,1,1,10,0,1,2,2,7,7,0,2,1,4,7,1,2
4364,1,2,2,0,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,4,5
4365,1,5,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,4
4366,1,2,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,0
4367,1,2,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,4
4368,1,2,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,4
4369,1,2,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,0
4370,1,5,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,0
4371,1,5,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,1
4372,1,2,0,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1
4373,1,5,2,8,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,3,5
4374,0,2,3,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,4,0
4375,1,5,3,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0
4376,1,2,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,0
4377,1,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,1
4378,0,2,3,2,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,4,0
4379,0,5,3,0,1,5,1,0,0,1,0,0,2,2,7,2,0,2,2,0,7,1,6
4380,1,5,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1
4381,1,5,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,0
